Timestamp,Date,Time,Type, Pressure,FrontAngle,SideAngle,UpAngle
1459358314.170050,30.03.16,10:18:34.170,Fore,100,103,81,187
1459358314.140542,30.03.16,10:18:34.141,Fore,25,0,28,0
1459358313.560858,30.03.16,10:18:33.561,Fore,100,97,151,232
1459358313.529516,30.03.16,10:18:33.530,Fore,100,255,1,255
1459358313.467056,30.03.16,10:18:33.467,Fore,30,255,1,255
1459358313.016338,30.03.16,10:18:33.016,Fore,100,163,145,255
1459358312.889945,30.03.16,10:18:32.890,Fore,100,163,145,255
1459358312.813844,30.03.16,10:18:32.814,Fore,44,120,177,255
1459358312.266420,30.03.16,10:18:32.266,Fore,100,96,121,195
1459358312.214993,30.03.16,10:18:32.215,Fore,100,0,256,254
1459358311.636339,30.03.16,10:18:31.636,Fore,100,75,43,167
1459358311.576370,30.03.16,10:18:31.576,Fore,100,75,43,167
1459358311.516275,30.03.16,10:18:31.516,Fore,23,0,80,206
1459358310.976493,30.03.16,10:18:30.976,Fore,100,120,191,225
1459358310.917589,30.03.16,10:18:30.918,Fore,100,0,72,0
1459358310.318906,30.03.16,10:18:30.319,Fore,100,12,1,163
1459358310.268697,30.03.16,10:18:30.269,Fore,100,12,1,163
1459358310.235941,30.03.16,10:18:30.236,Fore,68,0,77,30
1459358309.730676,30.03.16,10:18:29.731,Fore,100,89,69,189
1459358309.722738,30.03.16,10:18:29.723,Fore,100,89,69,189
1459358309.595304,30.03.16,10:18:29.595,Fore,17,0,61,0
1459358309.221421,30.03.16,10:18:29.221,Fore,100,109,98,222
1459358309.217474,30.03.16,10:18:29.217,Fore,100,255,1,69
1459358309.214633,30.03.16,10:18:29.215,Fore,35,255,1,69
1459358308.367561,30.03.16,10:18:28.368,Fore,100,68,223,0
1459358308.310417,30.03.16,10:18:28.310,Fore,100,68,223,0
1459358308.277288,30.03.16,10:18:28.277,Fore,43,0,1,0
1459358307.707093,30.03.16,10:18:27.707,Fore,100,110,74,201
1459358307.650451,30.03.16,10:18:27.650,Fore,100,0,256,255
1459358307.616523,30.03.16,10:18:27.617,Fore,23,0,256,255
1459358307.139194,30.03.16,10:18:27.139,Fore,16,130,116,235
1459358307.055473,30.03.16,10:18:27.055,Fore,100,64,82,162
1459358307.019103,30.03.16,10:18:27.019,Fore,100,64,82,162
1459358306.499962,30.03.16,10:18:26.500,Fore,73,133,101,227
1459358306.418016,30.03.16,10:18:26.418,Fore,100,133,101,227
1459358306.364103,30.03.16,10:18:26.364,Fore,100,0,49,0
1459358305.842701,30.03.16,10:18:25.843,Fore,63,110,135,234
1459358305.786715,30.03.16,10:18:25.787,Fore,100,255,256,81
1459358305.702994,30.03.16,10:18:25.703,Fore,100,255,256,81
1459358305.157967,30.03.16,10:18:25.158,Fore,5,94,72,192
1459358305.125981,30.03.16,10:18:25.126,Fore,100,94,72,192
1459358305.067293,30.03.16,10:18:25.067,Fore,100,0,30,0
1459358304.527881,30.03.16,10:18:24.528,Fore,31,106,123,232
1459358304.497716,30.03.16,10:18:24.498,Fore,100,0,1,255
1459358304.408615,30.03.16,10:18:24.409,Fore,100,0,1,255
1459358303.867121,30.03.16,10:18:23.867,Fore,81,186,125,255
1459358303.806427,30.03.16,10:18:23.806,Fore,100,186,125,255
1459358303.756032,30.03.16,10:18:23.756,Fore,93,186,125,255
1459358303.207370,30.03.16,10:18:23.207,Fore,66,111,141,224
1459358303.172651,30.03.16,10:18:23.173,Fore,100,111,141,224
1459358303.117721,30.03.16,10:18:23.118,Fore,100,0,256,131
1459358302.546715,30.03.16,10:18:22.547,Fore,100,186,192,245
1459358302.460774,30.03.16,10:18:22.461,Fore,93,186,192,245
1459358301.916820,30.03.16,10:18:21.917,Fore,87,130,183,235
1459358301.856272,30.03.16,10:18:21.856,Fore,100,130,183,235
1459358301.802517,30.03.16,10:18:21.803,Fore,95,18,70,0
1459358301.256364,30.03.16,10:18:21.256,Fore,92,113,163,242
1459358301.225928,30.03.16,10:18:21.226,Fore,100,255,256,0
1459358301.166460,30.03.16,10:18:21.166,Fore,100,255,256,0
1459358300.627364,30.03.16,10:18:20.627,Fore,87,61,59,161
1459358300.566731,30.03.16,10:18:20.567,Fore,100,61,59,161
1459358300.508227,30.03.16,10:18:20.508,Fore,89,0,33,179
1459358299.990942,30.03.16,10:18:19.991,Fore,79,110,99,228
1459358299.906763,30.03.16,10:18:19.907,Fore,100,0,1,255
1459358299.875881,30.03.16,10:18:19.876,Fore,96,0,1,255
1459358299.307220,30.03.16,10:18:19.307,Fore,60,76,32,0
1459358299.252937,30.03.16,10:18:19.253,Fore,100,76,32,0
1459358299.221884,30.03.16,10:18:19.222,Fore,87,0,51,0
1459358298.670937,30.03.16,10:18:18.671,Fore,90,88,67,119
1459358298.616953,30.03.16,10:18:18.617,Fore,100,108,1,119
1459358298.560753,30.03.16,10:18:18.561,Fore,96,108,1,119
1459358297.986548,30.03.16,10:18:17.987,Fore,88,152,109,252
1459358297.956663,30.03.16,10:18:17.957,Fore,100,152,109,252
1459358297.926231,30.03.16,10:18:17.926,Fore,94,0,109,252
1459358297.357335,30.03.16,10:18:17.357,Fore,66,93,101,197
1459358297.311453,30.03.16,10:18:17.311,Fore,100,93,101,197
1459358297.272812,30.03.16,10:18:17.273,Fore,100,0,256,245
1459358296.717604,30.03.16,10:18:16.718,Fore,63,144,117,235
1459358296.659688,30.03.16,10:18:16.660,Fore,100,164,131,253
1459358296.606758,30.03.16,10:18:16.607,Fore,100,164,131,253
1459358296.064042,30.03.16,10:18:16.064,Fore,93,121,153,229
1459358296.006211,30.03.16,10:18:16.006,Fore,100,121,153,229
1459358295.947146,30.03.16,10:18:15.947,Fore,100,0,57,0
1459358295.436504,30.03.16,10:18:15.437,Fore,93,112,159,239
1459358295.347185,30.03.16,10:18:15.347,Fore,100,255,159,255
1459358295.313102,30.03.16,10:18:15.313,Fore,97,255,159,255
1459358294.748595,30.03.16,10:18:14.749,Fore,94,83,174,171
1459358294.688537,30.03.16,10:18:14.689,Fore,100,83,174,171
1459358294.657181,30.03.16,10:18:14.657,Fore,91,0,44,0
1459358294.113547,30.03.16,10:18:14.114,Fore,96,100,128,215
1459358294.056589,30.03.16,10:18:14.057,Fore,100,213,1,255
1459358294.023622,30.03.16,10:18:14.024,Fore,85,213,1,255
1459358293.456183,30.03.16,10:18:13.456,Fore,88,65,208,169
1459358293.396488,30.03.16,10:18:13.396,Fore,100,65,208,169
1459358293.366560,30.03.16,10:18:13.367,Fore,14,0,87,16
1459358292.796867,30.03.16,10:18:12.797,Fore,100,122,133,225
1459358292.765062,30.03.16,10:18:12.765,Fore,100,0,43,0
1459358292.706540,30.03.16,10:18:12.707,Fore,20,0,43,0
1459358292.155510,30.03.16,10:18:12.156,Fore,100,134,1,90
1459358292.107854,30.03.16,10:18:12.108,Fore,100,134,1,90
1459358292.046519,30.03.16,10:18:12.047,Fore,34,134,1,90
1459358291.506427,30.03.16,10:18:11.506,Fore,100,82,19,168
1459358291.447708,30.03.16,10:18:11.448,Fore,100,82,19,168
1459358291.416835,30.03.16,10:18:11.417,Fore,21,0,36,0
1459358290.846092,30.03.16,10:18:10.846,Fore,100,105,76,211
1459358290.792232,30.03.16,10:18:10.792,Fore,100,0,256,255
1459358290.266448,30.03.16,10:18:10.266,Fore,82,123,102,228
1459358290.211954,30.03.16,10:18:10.212,Fore,100,123,146,206
1459358290.156784,30.03.16,10:18:10.157,Fore,100,123,146,206
1459358289.612302,30.03.16,10:18:09.612,Fore,84,108,50,204
1459358289.556344,30.03.16,10:18:09.556,Fore,100,108,50,204
1459358289.500269,30.03.16,10:18:09.500,Fore,100,3,32,0
1459358288.981990,30.03.16,10:18:08.982,Fore,82,102,116,227
1459358288.927272,30.03.16,10:18:08.927,Fore,100,255,1,56
1459358288.841745,30.03.16,10:18:08.842,Fore,93,255,1,56
1459358288.297225,30.03.16,10:18:08.297,Fore,94,51,150,0
1459358288.262105,30.03.16,10:18:08.262,Fore,100,51,150,0
1459358288.206746,30.03.16,10:18:08.207,Fore,88,0,9,0
1459358287.660764,30.03.16,10:18:07.661,Fore,98,103,117,189
1459358287.631691,30.03.16,10:18:07.632,Fore,100,0,256,189
1459358287.576999,30.03.16,10:18:07.577,Fore,87,0,256,189
1459358287.005943,30.03.16,10:18:07.006,Fore,100,24,1,205
1459358286.946530,30.03.16,10:18:06.947,Fore,100,24,1,205
1459358286.892674,30.03.16,10:18:06.893,Fore,44,0,99,5
1459358286.347026,30.03.16,10:18:06.347,Fore,100,117,50,205
1459358286.312263,30.03.16,10:18:06.312,Fore,100,0,19,205
1459358285.758333,30.03.16,10:18:05.758,Fore,29,99,141,73
1459358285.713492,30.03.16,10:18:05.713,Fore,100,99,141,73
1459358285.657226,30.03.16,10:18:05.657,Fore,100,255,1,73
1459358285.114520,30.03.16,10:18:05.115,Fore,87,137,103,212
1459358285.057760,30.03.16,10:18:05.058,Fore,100,166,1,212
1459358284.998493,30.03.16,10:18:04.998,Fore,95,166,1,212
1459358284.456978,30.03.16,10:18:04.457,Fore,89,110,84,209
1459358284.395914,30.03.16,10:18:04.396,Fore,100,110,84,209
1459358284.366159,30.03.16,10:18:04.366,Fore,96,11,45,0
1459358283.795917,30.03.16,10:18:03.796,Fore,56,137,109,246
1459358283.763250,30.03.16,10:18:03.763,Fore,100,0,1,228
1459358283.706443,30.03.16,10:18:03.706,Fore,100,0,1,228
1459358283.162354,30.03.16,10:18:03.162,Fore,88,98,37,193
1459358283.106202,30.03.16,10:18:03.106,Fore,100,98,37,193
1459358283.046704,30.03.16,10:18:03.047,Fore,100,0,37,0
1459358282.506104,30.03.16,10:18:02.506,Fore,84,106,115,52
1459358282.447175,30.03.16,10:18:02.447,Fore,100,255,1,52
1459358282.393687,30.03.16,10:18:02.394,Fore,100,255,1,52
1459358281.845899,30.03.16,10:18:01.846,Fore,79,103,73,0
1459358281.808392,30.03.16,10:18:01.808,Fore,100,103,73,0
1459358281.779531,30.03.16,10:18:01.780,Fore,100,0,34,0
1459358281.200379,30.03.16,10:18:01.200,Fore,90,98,159,219
1459358281.143777,30.03.16,10:18:01.144,Fore,100,255,1,244
1459358281.112674,30.03.16,10:18:01.113,Fore,100,255,1,244
1459358280.554442,30.03.16,10:18:00.554,Fore,70,119,93,225
1459358280.496940,30.03.16,10:18:00.497,Fore,100,61,256,172
1459358280.459034,30.03.16,10:18:00.459,Fore,81,61,256,172
1459358279.896320,30.03.16,10:17:59.896,Fore,91,96,157,212
1459358279.836398,30.03.16,10:17:59.836,Fore,100,96,157,212
1459358279.780802,30.03.16,10:17:59.781,Fore,96,0,256,150
1459358279.265838,30.03.16,10:17:59.266,Fore,71,127,113,226
1459358279.197489,30.03.16,10:17:59.197,Fore,100,61,149,233
1459358279.161032,30.03.16,10:17:59.161,Fore,87,61,149,233
1459358278.887215,30.03.16,10:17:58.887,Fore,62,110,141,219
1459358278.883051,30.03.16,10:17:58.883,Fore,100,110,141,219
1459358278.880537,30.03.16,10:17:58.881,Fore,94,0,256,142
1459358278.836060,30.03.16,10:17:58.836,Fore,29,118,152,240
1459358278.831052,30.03.16,10:17:58.831,Fore,100,255,1,0
1459358278.826637,30.03.16,10:17:58.827,Fore,93,255,1,0
1459358278.742634,30.03.16,10:17:58.743,Fore,81,102,82,187
1459358278.739809,30.03.16,10:17:58.740,Fore,100,102,82,187
1459358278.732252,30.03.16,10:17:58.732,Fore,84,0,23,0
1459358278.679222,30.03.16,10:17:58.679,Fore,100,101,165,226
1459358278.674840,30.03.16,10:17:58.675,Fore,100,0,256,0
1459358278.669995,30.03.16,10:17:58.670,Fore,51,0,256,0
1459358276.100924,30.03.16,10:17:56.101,Fore,100,0,1,208
1459358276.096521,30.03.16,10:17:56.097,Fore,100,0,1,208
1459358275.439629,30.03.16,10:17:55.440,Fore,100,48,47,152
1459358275.409640,30.03.16,10:17:55.410,Fore,100,0,22,0
1459358274.737624,30.03.16,10:17:54.738,Fore,13,123,101,240
1459358274.702662,30.03.16,10:17:54.703,Fore,100,123,101,240
1459358274.646113,30.03.16,10:17:54.646,Fore,100,0,256,255
1459358274.104727,30.03.16,10:17:54.105,Fore,73,142,126,230
1459358274.093736,30.03.16,10:17:54.094,Fore,100,124,139,230
1459358273.988729,30.03.16,10:17:53.989,Fore,100,124,139,230
1459358273.445941,30.03.16,10:17:53.446,Fore,77,127,182,234
1459358273.386091,30.03.16,10:17:53.386,Fore,100,127,182,234
1459358273.332139,30.03.16,10:17:53.332,Fore,96,0,58,0
1459358272.810752,30.03.16,10:17:52.811,Fore,75,133,119,243
1459358272.756957,30.03.16,10:17:52.757,Fore,100,0,1,228
1459358272.695895,30.03.16,10:17:52.696,Fore,100,0,1,228
1459358272.134173,30.03.16,10:17:52.134,Fore,89,103,29,163
1459358272.096248,30.03.16,10:17:52.096,Fore,100,103,29,163
1459358272.040105,30.03.16,10:17:52.040,Fore,89,0,1,0
1459358271.512765,30.03.16,10:17:51.513,Fore,100,104,79,203
1459358271.475823,30.03.16,10:17:51.476,Fore,100,0,256,145
1459358271.435440,30.03.16,10:17:51.435,Fore,57,0,256,145
1459358270.836398,30.03.16,10:17:50.836,Fore,100,0,1,242
1459358270.802830,30.03.16,10:17:50.803,Fore,100,0,1,242
1459358270.747263,30.03.16,10:17:50.747,Fore,7,0,104,20
1459358270.235664,30.03.16,10:17:50.236,Fore,2,93,43,187
1459358270.203179,30.03.16,10:17:50.203,Fore,100,93,43,187
1459358270.147011,30.03.16,10:17:50.147,Fore,100,0,55,0
1459358269.601755,30.03.16,10:17:49.602,Fore,59,96,161,234
1459358269.546897,30.03.16,10:17:49.547,Fore,100,0,256,131
1459358269.490040,30.03.16,10:17:49.490,Fore,99,0,256,131
1459358268.946070,30.03.16,10:17:48.946,Fore,89,123,119,240
1459358268.909880,30.03.16,10:17:48.910,Fore,100,47,186,3
1459358268.855499,30.03.16,10:17:48.855,Fore,97,47,186,3
1459358268.309807,30.03.16,10:17:48.310,Fore,96,100,59,0
1459358268.255576,30.03.16,10:17:48.256,Fore,100,100,59,0
1459358267.697582,30.03.16,10:17:47.698,Fore,100,102,110,177
1459358267.693118,30.03.16,10:17:47.693,Fore,100,255,1,177
1459358267.656920,30.03.16,10:17:47.657,Fore,13,255,1,177
1459358267.056217,30.03.16,10:17:47.056,Fore,18,143,122,228
1459358266.991948,30.03.16,10:17:46.992,Fore,100,123,256,172
1459358266.936585,30.03.16,10:17:46.937,Fore,100,123,256,172
1459358266.390893,30.03.16,10:17:46.391,Fore,9,95,130,211
1459358266.336702,30.03.16,10:17:46.337,Fore,100,95,130,211
1459358266.277155,30.03.16,10:17:46.277,Fore,100,0,192,0
1459358265.736373,30.03.16,10:17:45.736,Fore,63,130,167,247
1459358265.676794,30.03.16,10:17:45.677,Fore,100,255,1,139
1459358265.624122,30.03.16,10:17:45.624,Fore,100,255,1,139
1459358265.106359,30.03.16,10:17:45.106,Fore,6,118,58,215
1459358265.047359,30.03.16,10:17:45.047,Fore,100,118,58,215
1459358264.986353,30.03.16,10:17:44.986,Fore,100,0,14,0
1459358264.446942,30.03.16,10:17:44.447,Fore,50,111,142,246
1459358264.416615,30.03.16,10:17:44.417,Fore,100,0,256,176
1459358264.356277,30.03.16,10:17:44.356,Fore,88,0,256,176
1459358263.786072,30.03.16,10:17:43.786,Fore,81,14,256,184
1459358263.727174,30.03.16,10:17:43.727,Fore,100,14,256,184
1459358263.694130,30.03.16,10:17:43.694,Fore,100,0,20,0
1459358263.127452,30.03.16,10:17:43.127,Fore,96,95,146,215
1459358263.092299,30.03.16,10:17:43.092,Fore,100,0,256,215
1459358263.036171,30.03.16,10:17:43.036,Fore,96,0,256,190
1459358262.489705,30.03.16,10:17:42.490,Fore,84,136,132,245
1459358262.436216,30.03.16,10:17:42.436,Fore,100,179,1,133
1459358262.376902,30.03.16,10:17:42.377,Fore,50,179,1,133
1459358261.887580,30.03.16,10:17:41.888,Fore,100,103,76,170
1459358261.882255,30.03.16,10:17:41.882,Fore,100,103,76,170
1459358261.745653,30.03.16,10:17:41.746,Fore,30,0,35,0
1459358261.177462,30.03.16,10:17:41.177,Fore,100,99,131,221
1459358261.124593,30.03.16,10:17:41.125,Fore,100,255,1,255
1459358260.520921,30.03.16,10:17:40.521,Fore,100,153,127,255
1459358260.490369,30.03.16,10:17:40.490,Fore,100,153,127,255
1459358260.427745,30.03.16,10:17:40.428,Fore,29,0,41,0
1459358259.886061,30.03.16,10:17:39.886,Fore,100,102,143,215
1459358259.826877,30.03.16,10:17:39.827,Fore,100,25,256,128
1459358259.797237,30.03.16,10:17:39.797,Fore,61,25,256,128
1459358259.227585,30.03.16,10:17:39.228,Fore,100,153,256,223
1459358259.170146,30.03.16,10:17:39.170,Fore,100,153,256,223
1459358259.141883,30.03.16,10:17:39.142,Fore,47,0,8,0
1459358258.573333,30.03.16,10:17:38.573,Fore,100,118,135,225
1459358258.536976,30.03.16,10:17:38.537,Fore,100,0,179,57
1459358258.495710,30.03.16,10:17:38.496,Fore,50,0,179,57
1459358257.936053,30.03.16,10:17:37.936,Fore,100,0,256,255
1459358257.875883,30.03.16,10:17:37.876,Fore,100,0,256,255
1459358257.842895,30.03.16,10:17:37.843,Fore,46,0,89,46
1459358257.276537,30.03.16,10:17:37.277,Fore,100,74,79,185
1459358257.222312,30.03.16,10:17:37.222,Fore,100,74,79,185
1459358257.191937,30.03.16,10:17:37.192,Fore,39,0,19,0
1459358256.641240,30.03.16,10:17:36.641,Fore,100,115,80,86
1459358256.586670,30.03.16,10:17:36.587,Fore,100,255,1,86
1459358256.044842,30.03.16,10:17:36.045,Fore,64,139,89,154
1459358255.986718,30.03.16,10:17:35.987,Fore,100,15,223,154
1459358255.929215,30.03.16,10:17:35.929,Fore,100,15,223,154
1459358255.896529,30.03.16,10:17:35.897,Fore,6,0,1,0
1459358255.386484,30.03.16,10:17:35.386,Fore,69,90,151,209
1459358255.350813,30.03.16,10:17:35.351,Fore,100,90,151,209
1459358255.295753,30.03.16,10:17:35.296,Fore,100,0,256,219
1459358254.786625,30.03.16,10:17:34.787,Fore,34,123,99,230
1459358254.692694,30.03.16,10:17:34.693,Fore,100,187,1,168
1459358254.636225,30.03.16,10:17:34.636,Fore,100,187,1,168
1459358254.036066,30.03.16,10:17:34.036,Fore,100,93,164,214
1459358253.980071,30.03.16,10:17:33.980,Fore,100,0,256,0
1459358253.430561,30.03.16,10:17:33.431,Fore,21,132,142,247
1459358253.378047,30.03.16,10:17:33.378,Fore,100,61,1,165
1459358253.342346,30.03.16,10:17:33.342,Fore,100,61,1,165
1459358252.743376,30.03.16,10:17:32.743,Fore,100,128,99,223
1459358252.686729,30.03.16,10:17:32.687,Fore,100,0,40,0
1459358252.122179,30.03.16,10:17:32.122,Fore,44,113,122,231
1459358252.085884,30.03.16,10:17:32.086,Fore,100,0,1,255
1459358252.026867,30.03.16,10:17:32.027,Fore,100,0,1,255
1459358251.480641,30.03.16,10:17:31.481,Fore,75,142,108,222
1459358251.426809,30.03.16,10:17:31.427,Fore,100,60,190,155
1459358251.369739,30.03.16,10:17:31.370,Fore,96,60,190,155
1459358250.828436,30.03.16,10:17:30.828,Fore,42,108,95,204
1459358250.793147,30.03.16,10:17:30.793,Fore,100,108,95,204
1459358250.731208,30.03.16,10:17:30.731,Fore,84,74,256,198
1459358250.190596,30.03.16,10:17:30.191,Fore,53,141,124,233
1459358250.132900,30.03.16,10:17:30.133,Fore,100,40,222,162
1459358250.075745,30.03.16,10:17:30.076,Fore,100,40,222,162
1459358249.475827,30.03.16,10:17:29.476,Fore,100,105,131,219
1459358249.415840,30.03.16,10:17:29.416,Fore,100,190,1,255
1459358249.385770,30.03.16,10:17:29.386,Fore,67,190,1,255
1459358248.816170,30.03.16,10:17:28.816,Fore,100,74,24,175
1459358248.782922,30.03.16,10:17:28.783,Fore,100,74,24,175
1459358248.217586,30.03.16,10:17:28.218,Fore,63,96,121,201
1459358248.187152,30.03.16,10:17:28.187,Fore,100,73,60,255
1459358248.072866,30.03.16,10:17:28.073,Fore,68,73,60,255
1459358247.465846,30.03.16,10:17:27.466,Fore,66,91,92,198
1459358247.410459,30.03.16,10:17:27.410,Fore,37,0,256,0
1459358246.812842,30.03.16,10:17:26.813,Fore,100,108,1,154
1459358246.806444,30.03.16,10:17:26.806,Fore,100,108,1,154
1459358246.717285,30.03.16,10:17:26.717,Fore,9,0,111,49
1459358246.175807,30.03.16,10:17:26.176,Fore,100,113,87,212
1459358246.117604,30.03.16,10:17:26.118,Fore,100,0,41,0
1459358245.516375,30.03.16,10:17:25.516,Fore,100,121,124,238
1459358245.485450,30.03.16,10:17:25.485,Fore,100,0,256,251
1459358245.456244,30.03.16,10:17:25.456,Fore,55,0,256,251
1459358244.881606,30.03.16,10:17:24.882,Fore,94,104,48,199
1459358244.826191,30.03.16,10:17:24.826,Fore,100,104,48,199
1459358244.766871,30.03.16,10:17:24.767,Fore,27,0,85,0
1459358244.229187,30.03.16,10:17:24.229,Fore,85,114,129,228
1459358244.169474,30.03.16,10:17:24.169,Fore,100,0,1,0
1459358244.132071,30.03.16,10:17:24.132,Fore,14,0,1,0
1459358243.567564,30.03.16,10:17:23.568,Fore,100,165,140,0
1459358243.510472,30.03.16,10:17:23.510,Fore,95,165,140,0
1459358242.928295,30.03.16,10:17:22.928,Fore,100,99,150,128
1459358242.889765,30.03.16,10:17:22.890,Fore,100,0,256,128
