Timestamp,Date,Time,HeelPressure,FrontAngle,SideAngle,UpAngle,Device
1457710839.295422, 11.03.16,07:40:39.295, 0,0,0,0
1457710839.346009, 11.03.16,07:40:39.346, 0,78,177,235
1457710839.481597, 11.03.16,07:40:39.482, 0,95,162,159
1457710839.543398, 11.03.16,07:40:39.543, 0,0,162,103
1457710839.654428, 11.03.16,07:40:39.654, 0,0,1,0
1457710839.771414, 11.03.16,07:40:39.771, 0,73,144,200
1457710839.859283, 11.03.16,07:40:39.859, 0,99,144,182
1457710839.956885, 11.03.16,07:40:39.957, 0,38,179,155
1457710840.079473, 11.03.16,07:40:40.079, 0,49,201,241
1457710840.159348, 11.03.16,07:40:40.159, 0,95,165,152
1457710840.251102, 11.03.16,07:40:40.251, 0,0,152,89
1457710840.374559, 11.03.16,07:40:40.375, 0,0,256,7
1457710840.491873, 11.03.16,07:40:40.492, 0,104,131,240
1457710840.532002, 11.03.16,07:40:40.532, 0,104,131,181
1457710840.671684, 11.03.16,07:40:40.672, 0,72,144,160
1457710840.760029, 11.03.16,07:40:40.760, 0,40,229,244
1457710840.850151, 11.03.16,07:40:40.850, 0,96,161,164
1457710840.974271, 11.03.16,07:40:40.974, 0,0,154,131
1457710841.061392, 11.03.16,07:40:41.061, 0,0,131,0
1457710841.180609, 11.03.16,07:40:41.181, 0,87,159,210
1457710841.270265, 11.03.16,07:40:41.270, 0,100,148,177
1457710841.359833, 11.03.16,07:40:41.360, 0,50,166,156
1457710841.448892, 11.03.16,07:40:41.449, 0,50,228,249
1457710841.600832, 11.03.16,07:40:41.601, 0,81,164,164
1457710841.641070, 11.03.16,07:40:41.641, 0,0,157,97
1457710841.752368, 11.03.16,07:40:41.752, 0,0,178,77
1457710841.903026, 11.03.16,07:40:41.903, 0,90,136,213
1457710841.947244, 11.03.16,07:40:41.947, 0,90,136,180
1457710842.049807, 11.03.16,07:40:42.050, 0,23,160,169
1457710842.199624, 11.03.16,07:40:42.200, 0,68,217,240
1457710842.241367, 11.03.16,07:40:42.241, 0,82,176,170
1457710842.350990, 11.03.16,07:40:42.351, 0,0,150,40
1457710842.501688, 11.03.16,07:40:42.502, 0,0,1,113
1457710842.543875, 11.03.16,07:40:42.544, 0,98,138,205
1457710842.624919, 11.03.16,07:40:42.625, 0,0,168,147
1457710842.769239, 11.03.16,07:40:42.769, 0,0,256,218
1457710842.859685, 11.03.16,07:40:42.860, 0,90,205,218
1457710842.954392, 11.03.16,07:40:42.954, 0,69,165,182
1457710843.072474, 11.03.16,07:40:43.072, 0,0,85,0
1457710843.160947, 11.03.16,07:40:43.161, 0,92,256,222
1457710843.249487, 11.03.16,07:40:43.249, 0,92,135,222
1457710843.369910, 11.03.16,07:40:43.370, 0,0,197,144
1457710843.459128, 11.03.16,07:40:43.459, 0,9,178,244
1457710843.549405, 11.03.16,07:40:43.549, 0,90,178,216
1457710843.669820, 11.03.16,07:40:43.670, 0,58,178,171
1457710843.761439, 11.03.16,07:40:43.761, 0,0,76,0
1457710843.825551, 11.03.16,07:40:43.826, 0,25,76,131
1457710843.971511, 11.03.16,07:40:43.972, 0,92,156,219
1457710844.058885, 11.03.16,07:40:44.059, 0,0,218,130
1457710844.124758, 11.03.16,07:40:44.125, 0,30,185,237
1457710844.270444, 11.03.16,07:40:44.270, 0,89,185,217
1457710844.359709, 11.03.16,07:40:44.360, 0,58,185,164
1457710844.451126, 11.03.16,07:40:44.451, 0,0,93,0
1457710844.571985, 11.03.16,07:40:44.572, 0,17,126,158
1457710844.659276, 11.03.16,07:40:44.659, 0,96,155,224
1457710844.749085, 11.03.16,07:40:44.749, 0,26,179,129
1457710844.869457, 11.03.16,07:40:44.869, 0,32,158,249
1457710844.962229, 11.03.16,07:40:44.962, 0,108,190,197
1457710845.051296, 11.03.16,07:40:45.051, 0,42,159,156
1457710845.172878, 11.03.16,07:40:45.173, 0,0,133,0
1457710845.261135, 11.03.16,07:40:45.261, 0,88,181,163
1457710845.348981, 11.03.16,07:40:45.349, 0,119,158,215
1457710845.469781, 11.03.16,07:40:45.470, 0,47,142,138
1457710845.535928, 11.03.16,07:40:45.536, 0,47,178,250
1457710845.649191, 11.03.16,07:40:45.649, 0,97,168,165
1457710845.769487, 11.03.16,07:40:45.769, 0,0,154,118
1457710845.861531, 11.03.16,07:40:45.862, 0,11,218,0
1457710845.955427, 11.03.16,07:40:45.955, 0,90,136,213
1457710846.070843, 11.03.16,07:40:46.071, 0,90,142,187
1457710846.159491, 11.03.16,07:40:46.159, 0,60,135,153
1457710846.249586, 11.03.16,07:40:46.250, 0,43,211,236
1457710846.369702, 11.03.16,07:40:46.370, 0,98,172,153
1457710846.492423, 11.03.16,07:40:46.492, 0,0,149,114
1457710846.558672, 11.03.16,07:40:46.559, 0,0,256,47
1457710846.700741, 11.03.16,07:40:46.701, 0,89,108,222
1457710846.743613, 11.03.16,07:40:46.744, 0,116,138,202
1457710846.851839, 11.03.16,07:40:46.852, 0,38,164,155
1457710846.974839, 11.03.16,07:40:46.975, 0,38,224,245
1457710847.034128, 11.03.16,07:40:47.034, 0,92,164,156
1457710847.179435, 11.03.16,07:40:47.179, 0,0,146,57
1457710847.273165, 11.03.16,07:40:47.273, 0,0,256,23
1457710847.362220, 11.03.16,07:40:47.362, 0,76,157,212
1457710847.479982, 11.03.16,07:40:47.480, 0,88,157,168
1457710847.570587, 11.03.16,07:40:47.571, 0,50,193,168
1457710847.645182, 11.03.16,07:40:47.645, 0,72,204,216
1457710847.778806, 11.03.16,07:40:47.779, 0,72,184,150
